id,username,date,content,replyCount,retweetCount,likeCount,quoteCount,mentions,hashtags,url,source_hashtag
https://x.com/Tradulkar/status/1965362231614513447,Tradulkar,2025-09-09T10:30:45.000Z,What gives you more pain. a. Monday Market b. Ex in DM c. Indian batting collapse #nifty #trading #nifty50 #AsiaCup2025 #AsiaCup #AsiaCupsquad #StockMarket,,,0,,,"asiacup,asiacup2025,asiacupsquad,nifty,nifty50,stockmarket,trading",https://x.com/Tradulkar/status/1965362231614513447,#nifty50
https://x.com/AlphaTradeX/status/1965362028488609823,AlphaTradeX,2025-09-09T10:29:56.000Z,Trade Recap: 09 Sep  Nifty Buy @ 24832 → High 24892 →  Captured 60 Pts Sell @ 24715 → Low 24814 →No Trade  BankNifty Buy @ 54315 → High 54351 →No Trade Sell @ 54059 → Low 54079 →No Trade  @AlphaTradeX  #Nifty50 #BankNifty #Sensex,,,0,,AlphaTradeX,"banknifty,nifty50,sensex",https://x.com/AlphaTradeX/status/1965362028488609823,#nifty50
https://x.com/ChartingG/status/1965361177208488234,ChartingG,2025-09-09T10:26:33.000Z,looks little good for tomorrow !  #NIFTY50,1,,12,,,nifty50,https://x.com/ChartingG/status/1965361177208488234,#nifty50
https://x.com/MaitraWealth/status/1965360951244226640,MaitraWealth,2025-09-09T10:25:40.000Z,TOP 5 GAINERS & LOSERS IN NIFTY 50  For more info:  https:// bit.ly/4ghK  #maitrawealth #nifty50,,,0,,,"maitrawealth,nifty50",https://x.com/MaitraWealth/status/1965360951244226640,#nifty50
https://x.com/ekdantganesha/status/1965360333335527820,ekdantganesha,2025-09-09T10:23:12.000Z,INDIAN STOCK MARKET OUTLOOK  Date: 10th September 2025 - https://t.me/solusscriptsgroup/541…  #NIFTY50 #BANKNIFTY #StockMarketIndia #AstroOutlook #TradingStrategy #PowerHour,,,0,,,"astrooutlook,banknifty,nifty50,powerhour,stockmarketindia,tradingstrategy",https://x.com/ekdantganesha/status/1965360333335527820,#nifty50
https://x.com/AbdulKJillani/status/1965360174732067163,AbdulKJillani,2025-09-09T10:22:34.000Z,Check our SBI card call and all Target got smashed.  #Nifty #Nifty50 #Sbicard,,,0,,,"nifty,nifty50,sbicard",https://x.com/AbdulKJillani/status/1965360174732067163,#nifty50
https://x.com/tweetoRahul/status/1965360162526671070,tweetoRahul,2025-09-09T10:22:32.000Z,"Writers dominated, nearly 5cr. writings were on both 800 and 900, which kept #Nifty50 in 30/40 points narrow range for 5hrs! 300-400 points move on either side, 23rd sept. expiry.  25600/24300, on either side! #OptionsTrading #TrumpTariffs #GSTReforms #sharemarket #Sensex",,,0,,,"gstreforms,nifty50,optionstrading,sensex,sharemarket,trumptariffs",https://x.com/tweetoRahul/status/1965360162526671070,#nifty50
https://x.com/Kshitij97751295/status/1965359127645053136,Kshitij97751295,2025-09-09T10:18:25.000Z,Capital: 15 Lakhs ROI: 0.56%   Days: 05  Days: 02  #niftyOptions #nifty50 #niftyOptions #OptionsTrading #Optionselling #expiry #algotrading,,,1,,,"algotrading,expiry,nifty50,niftyoptions,optionselling,optionstrading",https://x.com/Kshitij97751295/status/1965359127645053136,#nifty50
https://x.com/NDTVProfitIndia/status/1965359014839214134,NDTVProfitIndia,2025-09-09T10:17:58.000Z,"Here are the top contributors to #Nifty50. #NDTVProfitMarketsWrap  For the latest #stockmarket updates, visit:  https:// tinyurl.com/m2hdy3ez",1,,2,,,"ndtvprofitmarketswrap,nifty50,stockmarket",https://x.com/NDTVProfitIndia/status/1965359014839214134,#nifty50
https://x.com/Manish__Verma11/status/1965358929640390683,Manish__Verma11,2025-09-09T10:17:38.000Z,"Expiry drama… but no climax  Sellers ruled since morning , yet no big trigger — sirf premium bleed ka khel   Mapped levels intact , Patience ≠ wasted… it protected capital   #Nifty50 #ExpiryDay #StockMarket #OptionSelling #BearGangWal",,,2,,,"beargangwal,expiryday,nifty50,optionselling,stockmarket",https://x.com/Manish__Verma11/status/1965358929640390683,#nifty50
https://x.com/akkiii13/status/1965358433231851654,akkiii13,2025-09-09T10:15:39.000Z,"Nifty closing above 24,850  Bears right now: searching for emergency exit  #Nifty50 #Sensex #StockMarket #MarketRally",1,,0,,,"marketrally,nifty50,sensex,stockmarket",https://x.com/akkiii13/status/1965358433231851654,#nifty50
https://x.com/durga3294/status/1965357953650983139,durga3294,2025-09-09T10:13:45.000Z,09/09/25 #Nifty  #nifty50  #banknifty  #sensex  #OptionsTrading  #options  #Optionselling,,,2,,,"banknifty,nifty,nifty50,options,optionselling,optionstrading,sensex",https://x.com/durga3294/status/1965357953650983139,#nifty50
https://x.com/CNBC_Awaaz/status/1965357406369841215,CNBC_Awaaz,2025-09-09T10:11:34.000Z,#MarketAtClose #Sensex #Nifty50 #Niftybank #MarketClosing,,,3,,,"marketatclose,marketclosing,nifty50,niftybank,sensex",https://x.com/CNBC_Awaaz/status/1965357406369841215,#nifty50
https://x.com/07hosa/status/1965356635884585349,07hosa,2025-09-09T10:08:31.000Z,Granules India reports 4.9% Y-o-Y decline in net sales to Rs 810.21 crore. #StockMarket #Sensex  #Nifty50,,,0,,,"nifty50,sensex,stockmarket",https://x.com/07hosa/status/1965356635884585349,#nifty50
https://x.com/alwinraje/status/1965356140428230707,alwinraje,2025-09-09T10:06:33.000Z,#nifty50 Today scene,,,1,,,nifty50,https://x.com/alwinraje/status/1965356140428230707,#nifty50
https://x.com/OptionsByRahul/status/1965356132391944687,OptionsByRahul,2025-09-09T10:06:31.000Z,Lesser premium resulted in Lesser profit or you can say Thik-Thak Profit. Total Days P&L verified = 527 ROI = 0.37 % #Nifty50 #Sensex #StockMarket #Banknifty #IncomeTax #haryanaflood #VicePresidentElection #Aryan4DUSU #OptionsTrading #Zerodha,,,0,,,"aryan4dusu,banknifty,haryanaflood,incometax,nifty50,optionstrading,sensex,stockmarket,vicepresidentelection,zerodha",https://x.com/OptionsByRahul/status/1965356132391944687,#nifty50
https://x.com/OptionsByRahul/status/1965354930623185394,OptionsByRahul,2025-09-09T10:01:44.000Z,Say no to fake screenshots! Check out my P&L - #VerifiedBySensibull  https:// verified.sensibull.com/ps/beaded-bee/ 6n3vSgaHXCCYGz …  Lesser premium resulted in Lesser profit or you can say Thik-Thak Profit. Total Days P&L verified= 527 ROI = 0.37 % #Nifty50 #Sensex #StockMarket #Banknifty #OptionsTrading #Zerodha #SEBI,,,7,,,"banknifty,nifty50,optionstrading,sebi,sensex,stockmarket,verifiedbysensibull,zerodha",https://x.com/OptionsByRahul/status/1965354930623185394,#nifty50
https://x.com/KumarAmritanshu/status/1965354266241187862,KumarAmritanshu,2025-09-09T09:59:06.000Z,#Nifty needs a convincing break out above 24930 to sustain above 25K and perhaps cross 25250 #Nifty50 #BankNifty  @TradingView  #Sensex #StockMarketIndia #TechnicalAnalysis #DayTrading  @CNBC_Awaaz  #OptionTrading #MarketsWithETNOW #PriceAction #HNIInvestors #HedgeFund #SwingTrading,,,0,,"CNBC_Awaaz,TradingView","banknifty,daytrading,hedgefund,hniinvestors,marketswithetnow,nifty,nifty50,optiontrading,priceaction,sensex,stockmarketindia,swingtrading,technicalanalysis",https://x.com/KumarAmritanshu/status/1965354266241187862,#nifty50
https://x.com/ChartingG/status/1965353734860668974,ChartingG,2025-09-09T09:56:59.000Z,positional short exited !  #nifty50,,,1,,,nifty50,https://x.com/ChartingG/status/1965353734860668974,#nifty50
https://x.com/UremO_24/status/1965353344182190177,UremO_24,2025-09-09T09:55:26.000Z,Breakout above this black trendline will cause rally in #nifty  Be bullish on Indian stock market  #nifty50   TG channel :  https:// t.me/uremo24,,,9,,,"nifty,nifty50",https://x.com/UremO_24/status/1965353344182190177,#nifty50
https://x.com/Compoundingfund/status/1965353214393618689,Compoundingfund,2025-09-09T09:54:55.000Z,after long #Nifty50 closing at day high   @SwingWiseFX,,,2,,SwingWiseFX,nifty50,https://x.com/Compoundingfund/status/1965353214393618689,#nifty50
https://x.com/TDTI_Ind/status/1965352831390798088,TDTI_Ind,2025-09-09T09:53:24.000Z,Azad Engineering looking nice. #azad #nifty50  #BREAKOUTSTOCKS,,,0,,,"azad,breakoutstocks,nifty50",https://x.com/TDTI_Ind/status/1965352831390798088,#nifty50
https://x.com/nextipoindia/status/1965350727657623619,nextipoindia,2025-09-09T09:45:02.000Z,Shringar House of Mangalsutra IPO Opens Tomorrow: Is a 13% GMP Enough to Subscribe?   https:// nextipoindia.com/shringar-house -of-mangalsutra-ipo-opens-tomorrow-should-you-subscribe …  #IndianStockMarket #Nifty50 #Sensex #BSE #NSE #InvestIndia #ShareMarket #EquityMarket #News,,,0,,,"bse,equitymarket,indianstockmarket,investindia,news,nifty50,nse,sensex,sharemarket",https://x.com/nextipoindia/status/1965350727657623619,#nifty50
https://x.com/Apsrana2601/status/1965350353832227129,Apsrana2601,2025-09-09T09:43:33.000Z,Breaking News - Infosys board is set to consider a buyback proposal on September 11   Stock is up 5% right now   Ab sab IT Stocks pe Bullish Honge  Anyone Buy IT Stocks Recently ?   #TrendingNow #Nifty50 #Infosys #investment #finance #StockMarket #india #InvestSmart,,,1,,,"finance,india,infosys,investment,investsmart,nifty50,stockmarket,trendingnow",https://x.com/Apsrana2601/status/1965350353832227129,#nifty50
https://x.com/viecapital/status/1965348671341691214,viecapital,2025-09-09T09:36:52.000Z,#Nifty50 #StockMarketIndia #StockMarketCrash #GIFTNIFTY #OptionsTrading #TradingViewOptions #OptionBuying #OptionsSelling Nifty 24770- This is a high caution zone. Do not add trades unless a decisive breakout. This may remain dead for a few more days.,,,1,,,"giftnifty,nifty50,optionbuying,optionsselling,optionstrading,stockmarketcrash,stockmarketindia,tradingviewoptions",https://x.com/viecapital/status/1965348671341691214,#nifty50
https://x.com/ChartingG/status/1965348178460639391,ChartingG,2025-09-09T09:34:54.000Z,"First PE trade of the day 24900P 34+ to 70+ Now holding 25% 24800C from 40+, post booking at 70+, with trail at cost.  #Nifty50 expiry",,,5,,,nifty50,https://x.com/ChartingG/status/1965348178460639391,#nifty50
https://x.com/mrzd_09/status/1965347543078088843,mrzd_09,2025-09-09T09:32:23.000Z,Choppy expiry for nifty after a while.  #nifty50,,,0,,,nifty50,https://x.com/mrzd_09/status/1965347543078088843,#nifty50
https://x.com/Goldkk4/status/1965347499469946931,Goldkk4,2025-09-09T09:32:12.000Z,"Tomorrow is a big day for Nifty, there will be a big momentum. 1 lakh capital will definitely become 3 lakh or 4 lakh or 5 lakh so follow me!  Whtsapp 9173426857  #Nifty #niftyOptions #nifty50 #Optiontrading #optionbuying  #Niftybank #sensex #trading #stockmarket",,,0,,,"nifty,nifty50,niftybank,niftyoptions,optionbuying,optiontrading,sensex,stockmarket,trading",https://x.com/Goldkk4/status/1965347499469946931,#nifty50
https://x.com/Rishabhh005/status/1965347284029448442,Rishabhh005,2025-09-09T09:31:21.000Z,Nifty is In Tight Triangle Range ... And Very Near To Corona Trendline  18th sept is very important date  #Nifty50,,,74,,,nifty50,https://x.com/Rishabhh005/status/1965347284029448442,#nifty50
https://x.com/wealth_core33/status/1965347218229264869,wealth_core33,2025-09-09T09:31:05.000Z,"1/9 The Indian market is on fire , but how much fuel is left? Nifty50 is testing all-time highs, but traders must watch key levels closely. Don’t get caught in the euphoria. #Nifty50",1,,0,,,nifty50,https://x.com/wealth_core33/status/1965347218229264869,#nifty50
https://x.com/d_b_64/status/1965347080496709935,d_b_64,2025-09-09T09:30:33.000Z,#Silver is new #GOLD   Hold it ....  Don't try to predict top in this beautiful metal   #Nifty50  #StockMarket #GIFTNIFTY,,,1,,,"giftnifty,gold,nifty50,silver,stockmarket",https://x.com/d_b_64/status/1965347080496709935,#nifty50
https://x.com/bratman09/status/1965346971952271649,bratman09,2025-09-09T09:30:07.000Z,Tomorrow will exit from the trade. Still holding 54000 PR and 24900 PE for tomorrow. #TradeLikeMagnet #Nifty50 #NiftyBank #Sensex #NiftyMidCapSelect,,,0,,,"nifty50,niftybank,niftymidcapselect,sensex,tradelikemagnet",https://x.com/bratman09/status/1965346971952271649,#nifty50
https://x.com/nilesh_tra50734/status/1965346840989368807,nilesh_tra50734,2025-09-09T09:29:35.000Z,#nifty 24800 CE 37 TO 76 /100% RETURN DONE    Data bullish   Call side movement pending    #Nifty50 #banknifty #Options #Trader #StockMarket #investments #BullMarket #Bears #Bearish #stockmarketsindia #niftynext50,,,1,,,"banknifty,bearish,bears,bullmarket,investments,nifty,nifty50,niftynext50,options,stockmarket,stockmarketsindia,trader",https://x.com/nilesh_tra50734/status/1965346840989368807,#nifty50
https://x.com/KumarAmritanshu/status/1965346614912205230,KumarAmritanshu,2025-09-09T09:28:42.000Z,#Nifty  hard resistance 24930 is still valid.  It may play out again soon. Watch out ! #Nifty50 #BankNifty @TradingView #Sensex #StockMarketIndia #TechnicalAnalysis #DayTrading @CNBC_Awaaz #OptionTrading #MarketsWithETNOW #PriceAction #HNIInvestors #HedgeFund #SwingTrading,,,0,,"CNBC_Awaaz,TradingView","banknifty,daytrading,hedgefund,hniinvestors,marketswithetnow,nifty,nifty50,optiontrading,priceaction,sensex,stockmarketindia,swingtrading,technicalanalysis",https://x.com/KumarAmritanshu/status/1965346614912205230,#nifty50
https://x.com/Gangster298191/status/1965345532852978044,Gangster298191,2025-09-09T09:24:24.000Z,#24850 minting money premium 20  #Nifty50,,,0,,,"24850,nifty50",https://x.com/Gangster298191/status/1965345532852978044,#nifty50
https://x.com/Goldkk4/status/1965345120292909472,Goldkk4,2025-09-09T09:22:45.000Z,"Tomorrow is a big day for Nifty, there will be a big momentum. 1 lakh capital will definitely become 3 lakh or 4 lakh or 5 lakh so follow me!  Whtsapp 9173426857  #Nifty #niftyOptions #nifty50 #Optiontrading #optionbuying  #Niftybank #sensex #trading #stockmarket",,,0,,,"nifty,nifty50,niftybank,niftyoptions,optionbuying,optiontrading,sensex,stockmarket,trading",https://x.com/Goldkk4/status/1965345120292909472,#nifty50
https://x.com/Goldkk4/status/1965344735541006586,Goldkk4,2025-09-09T09:21:13.000Z,"Tomorrow is a big day for Nifty, there will be a big momentum. 1 lakh capital will definitely become 3 lakh or 4 lakh or 5 lakh so follow me!  Whtsapp 9173426857  #Nifty #niftyOptions #nifty50 #Optiontrading #optionbuying  #Niftybank #sensex #trading #stockmarket",1,,1,,,"nifty,nifty50,niftybank,niftyoptions,optionbuying,optiontrading,sensex,stockmarket,trading",https://x.com/Goldkk4/status/1965344735541006586,#nifty50
https://x.com/Nagesh08911/status/1965344617282556021,Nagesh08911,2025-09-09T09:20:45.000Z,#Nifty50 #BankNifty #OptionsExpiry #StockMarketIndia #DalalStreet #PriceAction #TechnicalAnalysis #MarketUpdate,,,2,,,"banknifty,dalalstreet,marketupdate,nifty50,optionsexpiry,priceaction,stockmarketindia,technicalanalysis",https://x.com/Nagesh08911/status/1965344617282556021,#nifty50
https://x.com/naga25french/status/1965340291864711571,naga25french,2025-09-09T09:03:34.000Z,Maruti and gold is following same trend for last 10 trading session.  What could be corelation?  #nifty #nifty50 #banknifty #NiftyBank,,,0,,,"banknifty,nifty,nifty50,niftybank",https://x.com/naga25french/status/1965340291864711571,#nifty50
